i,u,eta_F,load,power,prod,eff,eff_m,prod_m,power_m
4255,1.946007949,0.935007047,0.823734146,0.823734146,14.88461264,18.06968026,-3.148214614,15.47711649,0.000231274
4256,1.946096983,0.935012152,0.823965435,0.823965435,14.88819208,18.06895223,-3.147717072,15.4760702,0.000231289
4257,1.946186009,0.935017254,0.824196738,0.824196738,14.8917715,18.06822427,-3.14721955,15.47502415,0.000231303
4258,1.946275028,0.935022352,0.824428055,0.824428055,14.8953509,18.06749638,-3.146722048,15.47397833,0.000231317
4259,1.946364039,0.935027446,0.824659387,0.824659387,14.89893028,18.06676856,-3.146224567,15.47293276,0.000231332
4260,1.946453042,0.935032538,0.824890733,0.824890733,14.90250965,18.06604081,-3.145727106,15.47188742,0.000231346
4261,1.946542038,0.935037625,0.825122094,0.825122094,14.906089,18.06531312,-3.145229667,15.47084232,0.000231361
4262,1.946631026,0.935042709,0.825353469,0.825353469,14.90966832,18.06458551,-3.144732248,15.46979745,0.000231375
4263,1.946720006,0.93504779,0.825584859,0.825584859,14.91324763,18.06385797,-3.144234851,15.46875282,0.00023139
4264,1.946808979,0.935052867,0.825816263,0.825816263,14.91682693,18.06313049,-3.143737476,15.46770843,0.000231404
4265,1.946897944,0.93505794,0.826047682,0.826047682,14.9204062,18.06240309,-3.143240122,15.46666428,0.000231419
4266,1.946986901,0.93506301,0.826279115,0.826279115,14.92398546,18.06167575,-3.14274279,15.46562036,0.000231433
4267,1.947075851,0.935068077,0.826510562,0.826510562,14.92756469,18.06094849,-3.142245479,15.46457668,0.000231448
4268,1.947164793,0.93507314,0.826742024,0.826742024,14.93114391,18.06022129,-3.141748191,15.46353323,0.000231462
4269,1.947253727,0.935078199,0.826973501,0.826973501,14.93472311,18.05949417,-3.141250926,15.46249002,0.000231476
4270,1.947342654,0.935083255,0.827204992,0.827204992,14.9383023,18.05876711,-3.140753683,15.46144704,0.000231491
4271,1.947431573,0.935088308,0.827436497,0.827436497,14.94188146,18.05804013,-3.140256462,15.46040431,0.000231505
4272,1.947520485,0.935093357,0.827668017,0.827668017,14.94546061,18.05731321,-3.139759265,15.4593618,0.00023152
4273,1.947609388,0.935098402,0.827899551,0.827899551,14.94903974,18.05658636,-3.139262091,15.45831954,0.000231534
4274,1.947698285,0.935103444,0.8281311,0.8281311,14.95261885,18.05585959,-3.13876494,15.4572775,0.000231549
4275,1.947787173,0.935108483,0.828362663,0.828362663,14.95619795,18.05513288,-3.138267812,15.45623571,0.000231563
4276,1.947876054,0.935113518,0.82859424,0.82859424,14.95977702,18.05440624,-3.137770708,15.45519414,0.000231578
4277,1.947964927,0.935118549,0.828825832,0.828825832,14.96335608,18.05367968,-3.137273627,15.45415282,0.000231592
4278,1.948053793,0.935123577,0.829057438,0.829057438,14.96693512,18.05295318,-3.136776571,15.45311173,0.000231606
4279,1.948142651,0.935128602,0.829289059,0.829289059,14.97051414,18.05222675,-3.136279539,15.45207087,0.000231621
4280,1.948231502,0.935133623,0.829520695,0.829520695,14.97409314,18.05150039,-3.135782531,15.45103025,0.000231635
4281,1.948320345,0.935138641,0.829752344,0.829752344,14.97767213,18.0507741,-3.135285547,15.44998986,0.00023165
4282,1.94840918,0.935143655,0.829984008,0.829984008,14.9812511,18.05004789,-3.134788588,15.44894971,0.000231664
4283,1.948498007,0.935148666,0.830215687,0.830215687,14.98483005,18.04932174,-3.134291654,15.44790979,0.000231679
4284,1.948586828,0.935153673,0.83044738,0.83044738,14.98840898,18.04859566,-3.133794745,15.4468701,0.000231693
4285,1.94867564,0.935158677,0.830679088,0.830679088,14.99198789,18.04786965,-3.133297861,15.44583065,0.000231707
4286,1.948764445,0.935163677,0.830910809,0.830910809,14.99556679,18.04714371,-3.132801002,15.44479143,0.000231722
4287,1.948853242,0.935168674,0.831142546,0.831142546,14.99914567,18.04641784,-3.132304169,15.44375245,0.000231736
4288,1.948942032,0.935173668,0.831374297,0.831374297,15.00272453,18.04569205,-3.131807362,15.4427137,0.000231751
4289,1.949030814,0.935178658,0.831606062,0.831606062,15.00630337,18.04496632,-3.13131058,15.44167519,0.000231765
4290,1.949119589,0.935183645,0.831837841,0.831837841,15.0098822,18.04424066,-3.130813824,15.4406369,0.00023178
4291,1.949208356,0.935188628,0.832069635,0.832069635,15.01346101,18.04351507,-3.130317095,15.43959885,0.000231794
4292,1.949297115,0.935193608,0.832301444,0.832301444,15.01703979,18.04278955,-3.129820391,15.43856104,0.000231808
4293,1.949385867,0.935198584,0.832533267,0.832533267,15.02061857,18.0420641,-3.129323715,15.43752345,0.000231823
4294,1.949474611,0.935203557,0.832765104,0.832765104,15.02419732,18.04133872,-3.128827065,15.4364861,0.000231837
4295,1.949563348,0.935208526,0.832996956,0.832996956,15.02777606,18.04061341,-3.128330441,15.43544899,0.000231852
4296,1.949652077,0.935213493,0.833228822,0.833228822,15.03135478,18.03988817,-3.127833845,15.4344121,0.000231866
4297,1.949740799,0.935218455,0.833460703,0.833460703,15.03493348,18.039163,-3.127337276,15.43337545,0.000231881
4298,1.949829513,0.935223415,0.833692598,0.833692598,15.03851216,18.03843791,-3.126840734,15.43233903,0.000231895
4299,1.949918219,0.93522837,0.833924507,0.833924507,15.04209082,18.03771288,-3.12634422,15.43130284,0.000231909
4300,1.950006918,0.935233323,0.834156431,0.834156431,15.04566947,18.03698792,-3.125847734,15.43026689,0.000231924
4301,1.95009561,0.935238272,0.83438837,0.83438837,15.0492481,18.03626303,-3.125351275,15.42923116,0.000231938
4302,1.950184294,0.935243218,0.834620322,0.834620322,15.05282671,18.03553821,-3.124854844,15.42819567,0.000231953
4303,1.95027297,0.93524816,0.834852289,0.834852289,15.05640531,18.03481346,-3.124358442,15.42716041,0.000231967
4304,1.950361639,0.935253099,0.835084271,0.835084271,15.05998389,18.03408878,-3.123862067,15.42612538,0.000231982
4305,1.9504503,0.935258034,0.835316267,0.835316267,15.06356245,18.03336418,-3.123365722,15.42509059,0.000231996
4306,1.950538954,0.935262966,0.835548277,0.835548277,15.06714099,18.03263964,-3.122869405,15.42405602,0.00023201
4307,1.9506276,0.935267895,0.835780302,0.835780302,15.07071951,18.03191517,-3.122373116,15.42302169,0.000232025
4308,1.950716239,0.93527282,0.836012342,0.836012342,15.07429802,18.03119077,-3.121876857,15.42198759,0.000232039
4309,1.95080487,0.935277742,0.836244395,0.836244395,15.07787651,18.03046644,-3.121380627,15.42095372,0.000232054
4310,1.950893494,0.935282661,0.836476463,0.836476463,15.08145498,18.02974219,-3.120884426,15.41992008,0.000232068
4311,1.95098211,0.935287576,0.836708546,0.836708546,15.08503343,18.029018,-3.120388255,15.41888667,0.000232083
4312,1.951070719,0.935292488,0.836940643,0.836940643,15.08861187,18.02829388,-3.119892113,15.41785349,0.000232097
4313,1.95115932,0.935297396,0.837172754,0.837172754,15.09219029,18.02756983,-3.119396001,15.41682054,0.000232111
4314,1.951247914,0.935302302,0.83740488,0.83740488,15.09576869,18.02684586,-3.118899919,15.41578782,0.000232126
4315,1.9513365,0.935307203,0.83763702,0.83763702,15.09934707,18.02612195,-3.118403867,15.41475533,0.00023214
4316,1.951425079,0.935312102,0.837869175,0.837869175,15.10292544,18.02539811,-3.117907845,15.41372308,0.000232155
4317,1.951513651,0.935316997,0.838101344,0.838101344,15.10650379,18.02467435,-3.117411854,15.41269105,0.000232169
4318,1.951602214,0.935321889,0.838333527,0.838333527,15.11008212,18.02395065,-3.116915893,15.41165925,0.000232183
4319,1.951690771,0.935326777,0.838565725,0.838565725,15.11366043,18.02322702,-3.116419963,15.41062769,0.000232198
4320,1.95177932,0.935331662,0.838797937,0.838797937,15.11723873,18.02250347,-3.115924064,15.40959635,0.000232212
4321,1.951867861,0.935336544,0.839030164,0.839030164,15.12081701,18.02177998,-3.115428196,15.40856524,0.000232227
4322,1.951956395,0.935341422,0.839262405,0.839262405,15.12439527,18.02105657,-3.114932359,15.40753436,0.000232241
4323,1.952044921,0.935346297,0.83949466,0.83949466,15.12797351,18.02033322,-3.114436554,15.40650371,0.000232255
4324,1.95213344,0.935351169,0.83972693,0.83972693,15.13155174,18.01960995,-3.11394078,15.40547329,0.00023227
4325,1.952221952,0.935356037,0.839959214,0.839959214,15.13512995,18.01888675,-3.113445038,15.4044431,0.000232284
4326,1.952310456,0.935360902,0.840191513,0.840191513,15.13870814,18.01816361,-3.112949328,15.40341314,0.000232299
4327,1.952398953,0.935365764,0.840423826,0.840423826,15.14228632,18.01744055,-3.112453649,15.40238341,0.000232313
4328,1.952487442,0.935370622,0.840656153,0.840656153,15.14586447,18.01671755,-3.111958003,15.4013539,0.000232327
4329,1.952575924,0.935375477,0.840888495,0.840888495,15.14944261,18.01599463,-3.111462389,15.40032463,0.000232342
4330,1.952664398,0.935380329,0.841120851,0.841120851,15.15302073,18.01527178,-3.110966808,15.39929558,0.000232356
4331,1.952752865,0.935385177,0.841353222,0.841353222,15.15659884,18.014549,-3.110471259,15.39826676,0.000232371
4332,1.952841324,0.935390022,0.841585607,0.841585607,15.16017693,18.01382629,-3.109975743,15.39723817,0.000232385
4333,1.952929776,0.935394864,0.841818006,0.841818006,15.163755,18.01310364,-3.10948026,15.39620981,0.000232399
4334,1.953018221,0.935399703,0.84205042,0.84205042,15.16733305,18.01238107,-3.10898481,15.39518168,0.000232414
4335,1.953106658,0.935404538,0.842282848,0.842282848,15.17091109,18.01165857,-3.108489393,15.39415377,0.000232428
4336,1.953195088,0.93540937,0.842515291,0.842515291,15.1744891,18.01093614,-3.10799401,15.39312609,0.000232443
4337,1.95328351,0.935414199,0.842747748,0.842747748,15.17806711,18.01021378,-3.10749866,15.39209864,0.000232457
4338,1.953371925,0.935419024,0.842980219,0.842980219,15.18164509,18.00949149,-3.107003343,15.39107142,0.000232471
4339,1.953460333,0.935423846,0.843212705,0.843212705,15.18522306,18.00876927,-3.106508061,15.39004443,0.000232486
4340,1.953548733,0.935428665,0.843445205,0.843445205,15.18880101,18.00804713,-3.106012813,15.38901766,0.0002325
4341,1.953637126,0.93543348,0.84367772,0.84367772,15.19237894,18.00732505,-3.105517598,15.38799112,0.000232515
4342,1.953725511,0.935438293,0.843910249,0.843910249,15.19595685,18.00660304,-3.105022419,15.3869648,0.000232529
4343,1.953813889,0.935443102,0.844142792,0.844142792,15.19953475,18.0058811,-3.104527273,15.38593872,0.000232543
4344,1.953902259,0.935447907,0.84437535,0.84437535,15.20311263,18.00515924,-3.104032162,15.38491286,0.000232558
4345,1.953990622,0.93545271,0.844607922,0.844607922,15.2066905,18.00443744,-3.103537086,15.38388723,0.000232572
4346,1.954078978,0.935457509,0.844840509,0.844840509,15.21026834,18.00371571,-3.103042045,15.38286182,0.000232587
4347,1.954167327,0.935462305,0.84507311,0.84507311,15.21384617,18.00299406,-3.102547038,15.38183664,0.000232601
4348,1.954255668,0.935467097,0.845305725,0.845305725,15.21742398,18.00227247,-3.102052067,15.38081169,0.000232615
4349,1.954344001,0.935471887,0.845538355,0.845538355,15.22100178,18.00155096,-3.101557132,15.37978696,0.00023263
4350,1.954432327,0.935476673,0.845770999,0.845770999,15.22457956,18.00082952,-3.101062231,15.37876246,0.000232644
4351,1.954520646,0.935481456,0.846003657,0.846003657,15.22815732,18.00010814,-3.100567367,15.37773818,0.000232658
4352,1.954608958,0.935486235,0.84623633,0.84623633,15.23173506,17.99938684,-3.100072538,15.37671413,0.000232673
4353,1.954697262,0.935491012,0.846469017,0.846469017,15.23531279,17.99866561,-3.099577745,15.37569031,0.000232687
4354,1.954785559,0.935495785,0.846701719,0.846701719,15.2388905,17.99794445,-3.099082988,15.37466671,0.000232702
4355,1.954873848,0.935500555,0.846934435,0.846934435,15.24246819,17.99722335,-3.098588268,15.37364334,0.000232716
4356,1.95496213,0.935505321,0.847167165,0.847167165,15.24604587,17.99650233,-3.098093583,15.3726202,0.00023273
4357,1.955050405,0.935510085,0.84739991,0.84739991,15.24962352,17.99578138,-3.097598936,15.37159727,0.000232745
4358,1.955138672,0.935514845,0.847632669,0.847632669,15.25320117,17.9950605,-3.097104324,15.37057458,0.000232759
4359,1.955226932,0.935519602,0.847865443,0.847865443,15.25677879,17.9943397,-3.09660975,15.36955211,0.000232773
4360,1.955315185,0.935524356,0.84809823,0.84809823,15.2603564,17.99361896,-3.096115213,15.36852986,0.000232788
4361,1.95540343,0.935529106,0.848331033,0.848331033,15.26393399,17.99289829,-3.095620713,15.36750784,0.000232802
4362,1.955491668,0.935533853,0.848563849,0.848563849,15.26751156,17.99217769,-3.09512625,15.36648605,0.000232817
4363,1.955579899,0.935538597,0.84879668,0.84879668,15.27108912,17.99145717,-3.094631824,15.36546447,0.000232831
4364,1.955668122,0.935543338,0.849029526,0.849029526,15.27466666,17.99073671,-3.094137436,15.36444313,0.000232845
4365,1.955756338,0.935548076,0.849262385,0.849262385,15.27824418,17.99001633,-3.093643085,15.36342201,0.00023286
4366,1.955844547,0.93555281,0.84949526,0.84949526,15.28182169,17.98929601,-3.093148773,15.36240111,0.000232874
4367,1.955932748,0.935557542,0.849728148,0.849728148,15.28539917,17.98857577,-3.092654498,15.36138043,0.000232888
4368,1.956020943,0.93556227,0.849961051,0.849961051,15.28897665,17.9878556,-3.092160261,15.36035998,0.000232903
4369,1.956109129,0.935566995,0.850193968,0.850193968,15.2925541,17.98713549,-3.091666063,15.35933976,0.000232917
4370,1.956197309,0.935571716,0.8504269,0.8504269,15.29613154,17.98641546,-3.091171903,15.35831976,0.000232932
4371,1.956285481,0.935576435,0.850659846,0.850659846,15.29970896,17.9856955,-3.090677781,15.35729998,0.000232946
4372,1.956373646,0.93558115,0.850892806,0.850892806,15.30328636,17.98497561,-3.090183699,15.35628042,0.00023296
4373,1.956461803,0.935585862,0.851125781,0.851125781,15.30686375,17.98425579,-3.089689655,15.35526109,0.000232975
4374,1.956549954,0.935590571,0.85135877,0.85135877,15.31044112,17.98353604,-3.089195649,15.35424198,0.000232989
4375,1.956638097,0.935595277,0.851591773,0.851591773,15.31401848,17.98281636,-3.088701683,15.3532231,0.000233003
4376,1.956726232,0.935599979,0.851824791,0.851824791,15.31759581,17.98209676,-3.088207757,15.35220444,0.000233018
4377,1.956814361,0.935604679,0.852057823,0.852057823,15.32117313,17.98137722,-3.087713869,15.351186,0.000233032
4378,1.956902482,0.935609375,0.85229087,0.85229087,15.32475044,17.98065775,-3.087220021,15.35016778,0.000233047
4379,1.956990596,0.935614068,0.852523931,0.852523931,15.32832772,17.97993836,-3.086726213,15.34914979,0.000233061
4380,1.957078702,0.935618758,0.852757006,0.852757006,15.33190499,17.97921904,-3.086232444,15.34813202,0.000233075
4381,1.957166801,0.935623444,0.852990095,0.852990095,15.33548225,17.97849978,-3.085738715,15.34711447,0.00023309
4382,1.957254893,0.935628128,0.853223199,0.853223199,15.33905948,17.9777806,-3.085245027,15.34609715,0.000233104
4383,1.957342978,0.935632808,0.853456318,0.853456318,15.3426367,17.97706149,-3.084751378,15.34508005,0.000233118
4384,1.957431056,0.935637486,0.85368945,0.85368945,15.3462139,17.97634245,-3.08425777,15.34406317,0.000233133
4385,1.957519126,0.93564216,0.853922597,0.853922597,15.34979109,17.97562347,-3.083764203,15.34304651,0.000233147
4386,1.957607189,0.935646831,0.854155759,0.854155759,15.35336826,17.97490458,-3.083270676,15.34203007,0.000233161
4387,1.957695245,0.935651498,0.854388935,0.854388935,15.35694541,17.97418575,-3.082777189,15.34101386,0.000233176
4388,1.957783293,0.935656163,0.854622125,0.854622125,15.36052255,17.97346699,-3.082283744,15.33999786,0.00023319
4389,1.957871334,0.935660824,0.854855329,0.854855329,15.36409967,17.9727483,-3.081790339,15.33898209,0.000233204
4390,1.957959368,0.935665483,0.855088548,0.855088548,15.36767677,17.97202968,-3.081296976,15.33796654,0.000233219
4391,1.958047395,0.935670138,0.855321781,0.855321781,15.37125385,17.97131114,-3.080803654,15.33695122,0.000233233
4392,1.958135415,0.93567479,0.855555029,0.855555029,15.37483092,17.97059266,-3.080310373,15.33593611,0.000233248
4393,1.958223427,0.935679439,0.855788291,0.855788291,15.37840798,17.96987426,-3.079817134,15.33492122,0.000233262
4394,1.958311432,0.935684085,0.856021567,0.856021567,15.38198501,17.96915593,-3.079323936,15.33390656,0.000233276
4395,1.95839943,0.935688727,0.856254857,0.856254857,15.38556203,17.96843766,-3.078830781,15.33289212,0.000233291
4396,1.95848742,0.935693367,0.856488162,0.856488162,15.38913903,17.96771947,-3.078337667,15.33187789,0.000233305
4397,1.958575404,0.935698003,0.856721482,0.856721482,15.39271602,17.96700135,-3.077844595,15.33086389,0.000233319
4398,1.95866338,0.935702637,0.856954815,0.856954815,15.39629299,17.9662833,-3.077351566,15.32985011,0.000233334
4399,1.958751349,0.935707267,0.857188163,0.857188163,15.39986994,17.96556532,-3.076858579,15.32883655,0.000233348
4400,1.958839311,0.935711894,0.857421526,0.857421526,15.40344688,17.96484742,-3.076365634,15.32782321,0.000233362
4401,1.958927265,0.935716518,0.857654902,0.857654902,15.4070238,17.96412958,-3.075872732,15.32681009,0.000233377
4402,1.959015212,0.935721139,0.857888293,0.857888293,15.4106007,17.96341181,-3.075379872,15.32579719,0.000233391
4403,1.959103153,0.935725757,0.858121699,0.858121699,15.41417759,17.96269412,-3.074887056,15.32478451,0.000233405
4404,1.959191086,0.935730372,0.858355118,0.858355118,15.41775446,17.96197649,-3.074394282,15.32377205,0.00023342
4405,1.959279011,0.935734983,0.858588552,0.858588552,15.42133131,17.96125894,-3.073901552,15.32275981,0.000233434
4406,1.95936693,0.935739592,0.858822001,0.858822001,15.42490815,17.96054146,-3.073408865,15.32174779,0.000233448
4407,1.959454841,0.935744197,0.859055463,0.859055463,15.42848497,17.95982405,-3.072916221,15.32073599,0.000233463
4408,1.959542745,0.935748799,0.85928894,0.85928894,15.43206177,17.95910671,-3.072423621,15.31972441,0.000233477
4409,1.959630642,0.935753399,0.859522432,0.859522432,15.43563856,17.95838944,-3.071931064,15.31871305,0.000233491
4410,1.959718532,0.935757995,0.859755938,0.859755938,15.43921533,17.95767224,-3.071438551,15.31770191,0.000233506
4411,1.959806415,0.935762588,0.859989458,0.859989458,15.44279209,17.95695511,-3.070946083,15.31669098,0.00023352
4412,1.95989429,0.935767178,0.860222992,0.860222992,15.44636883,17.95623806,-3.070453658,15.31568028,0.000233534
4413,1.959982158,0.935771765,0.860456541,0.860456541,15.44994555,17.95552107,-3.069961277,15.31466979,0.000233549
4414,1.96007002,0.935776349,0.860690104,0.860690104,15.45352225,17.95480416,-3.06946894,15.31365953,0.000233563
4415,1.960157874,0.935780929,0.860923681,0.860923681,15.45709894,17.95408731,-3.068976648,15.31264948,0.000233577
4416,1.96024572,0.935785507,0.861157273,0.861157273,15.46067562,17.95337054,-3.068484401,15.31163965,0.000233592
4417,1.96033356,0.935790082,0.861390879,0.861390879,15.46425227,17.95265384,-3.067992198,15.31063004,0.000233606
4418,1.960421392,0.935794653,0.8616245,0.8616245,15.46782891,17.95193721,-3.06750004,15.30962065,0.00023362
4419,1.960509218,0.935799222,0.861858134,0.861858134,15.47140554,17.95122065,-3.067007927,15.30861148,0.000233635
4420,1.960597036,0.935803787,0.862091783,0.862091783,15.47498214,17.95050416,-3.066515859,15.30760252,0.000233649
4421,1.960684847,0.93580835,0.862325447,0.862325447,15.47855873,17.94978774,-3.066023836,15.30659378,0.000233663
4422,1.960772651,0.935812909,0.862559125,0.862559125,15.48213531,17.94907139,-3.065531858,15.30558526,0.000233678
4423,1.960860448,0.935817465,0.862792817,0.862792817,15.48571187,17.94835512,-3.065039926,15.30457696,0.000233692
4424,1.960948237,0.935822019,0.863026523,0.863026523,15.48928841,17.94763891,-3.064548039,15.30356888,0.000233706
4425,1.96103602,0.935826569,0.863260244,0.863260244,15.49286493,17.94692278,-3.064056198,15.30256101,0.000233721
4426,1.961123795,0.935831116,0.863493979,0.863493979,15.49644144,17.94620672,-3.063564403,15.30155336,0.000233735
4427,1.961211563,0.93583566,0.863727728,0.863727728,15.50001794,17.94549073,-3.063072654,15.30054593,0.000233749
4428,1.961299325,0.935840201,0.863961492,0.863961492,15.50359441,17.94477481,-3.062580951,15.29953872,0.000233764
4429,1.961387079,0.935844739,0.86419527,0.86419527,15.50717087,17.94405896,-3.062089294,15.29853172,0.000233778
4430,1.961474825,0.935849274,0.864429062,0.864429062,15.51074732,17.94334318,-3.061597683,15.29752494,0.000233792
4431,1.961562565,0.935853807,0.864662869,0.864662869,15.51432375,17.94262747,-3.061106118,15.29651838,0.000233807
4432,1.961650298,0.935858336,0.86489669,0.86489669,15.51790016,17.94191184,-3.060614601,15.29551203,0.000233821
4433,1.961738023,0.935862862,0.865130525,0.865130525,15.52147656,17.94119627,-3.060123129,15.29450591,0.000233835
4434,1.961825742,0.935867385,0.865364375,0.865364375,15.52505293,17.94048078,-3.059631705,15.29349999,0.00023385
4435,1.961913453,0.935871904,0.865598239,0.865598239,15.5286293,17.93976535,-3.059140327,15.2924943,0.000233864
4436,1.962001158,0.935876421,0.865832117,0.865832117,15.53220565,17.93905,-3.058648997,15.29148882,0.000233878
4437,1.962088855,0.935880935,0.86606601,0.86606601,15.53578198,17.93833472,-3.058157714,15.29048355,0.000233893
4438,1.962176545,0.935885446,0.866299917,0.866299917,15.53935829,17.93761951,-3.057666478,15.28947851,0.000233907
4439,1.962264228,0.935889954,0.866533838,0.866533838,15.54293459,17.93690438,-3.057175289,15.28847368,0.000233921
4440,1.962351904,0.935894459,0.866767774,0.866767774,15.54651087,17.93618931,-3.056684148,15.28746906,0.000233936
4441,1.962439572,0.935898961,0.867001723,0.867001723,15.55008714,17.93547431,-3.056193054,15.28646466,0.00023395
4442,1.962527234,0.93590346,0.867235688,0.867235688,15.55366339,17.93475939,-3.055702008,15.28546048,0.000233964
4443,1.962614889,0.935907956,0.867469666,0.867469666,15.55723962,17.93404453,-3.05521101,15.28445651,0.000233978
4444,1.962702536,0.935912449,0.867703659,0.867703659,15.56081584,17.93332975,-3.05472006,15.28345276,0.000233993
4445,1.962790177,0.935916939,0.867937666,0.867937666,15.56439204,17.93261504,-3.054229159,15.28244922,0.000234007
4446,1.96287781,0.935921426,0.868171687,0.868171687,15.56796823,17.9319004,-3.053738305,15.2814459,0.000234021
4447,1.962965437,0.93592591,0.868405723,0.868405723,15.5715444,17.93118583,-3.0532475,15.2804428,0.000234036
4448,1.963053056,0.935930391,0.868639773,0.868639773,15.57512055,17.93047133,-3.052756743,15.27943991,0.00023405
4449,1.963140668,0.935934869,0.868873838,0.868873838,15.57869669,17.92975691,-3.052266034,15.27843723,0.000234064
4450,1.963228274,0.935939344,0.869107916,0.869107916,15.58227281,17.92904255,-3.051775375,15.27743477,0.000234079
4451,1.963315872,0.935943816,0.869342009,0.869342009,15.58584892,17.92832827,-3.051284764,15.27643252,0.000234093
4452,1.963403463,0.935948285,0.869576117,0.869576117,15.58942501,17.92761405,-3.050794202,15.27543049,0.000234107
4453,1.963491047,0.935952751,0.869810238,0.869810238,15.59300108,17.92689991,-3.050303689,15.27442867,0.000234122
4454,1.963578624,0.935957214,0.870044374,0.870044374,15.59657714,17.92618584,-3.049813226,15.27342707,0.000234136
4455,1.963666194,0.935961674,0.870278524,0.870278524,15.60015318,17.92547184,-3.049322811,15.27242568,0.00023415
4456,1.963753757,0.935966132,0.870512689,0.870512689,15.60372921,17.92475791,-3.048832447,15.27142451,0.000234165
4457,1.963841313,0.935970586,0.870746868,0.870746868,15.60730522,17.92404405,-3.048342131,15.27042355,0.000234179
4458,1.963928862,0.935975037,0.870981061,0.870981061,15.61088121,17.92333027,-3.047851865,15.2694228,0.000234193
4459,1.964016404,0.935979486,0.871215268,0.871215268,15.61445719,17.92261655,-3.047361649,15.26842227,0.000234207
4460,1.964103939,0.935983931,0.87144949,0.87144949,15.61803315,17.92190291,-3.046871483,15.26742195,0.000234222
4461,1.964191467,0.935988374,0.871683726,0.871683726,15.6216091,17.92118934,-3.046381367,15.26642185,0.000234236
4462,1.964278987,0.935992813,0.871917976,0.871917976,15.62518503,17.92047584,-3.0458913,15.26542196,0.00023425
4463,1.964366501,0.93599725,0.872152241,0.872152241,15.62876094,17.91976241,-3.045401284,15.26442228,0.000234265
4464,1.964454008,0.936001683,0.87238652,0.87238652,15.63233684,17.91904905,-3.044911319,15.26342282,0.000234279
4465,1.964541508,0.936006114,0.872620813,0.872620813,15.63591272,17.91833576,-3.044421403,15.26242357,0.000234293
4466,1.964629001,0.936010542,0.872855121,0.872855121,15.63948859,17.91762255,-3.043931539,15.26142453,0.000234308
4467,1.964716486,0.936014967,0.873089442,0.873089442,15.64306444,17.9169094,-3.043441725,15.26042571,0.000234322
4468,1.964803965,0.936019389,0.873323778,0.873323778,15.64664027,17.91619633,-3.042951961,15.2594271,0.000234336
4469,1.964891437,0.936023808,0.873558129,0.873558129,15.65021609,17.91548332,-3.042462249,15.2584287,0.00023435
4470,1.964978902,0.936028224,0.873792494,0.873792494,15.65379189,17.91477039,-3.041972587,15.25743051,0.000234365
4471,1.965066359,0.936032637,0.874026873,0.874026873,15.65736768,17.91405753,-3.041482977,15.25643254,0.000234379
4472,1.96515381,0.936037047,0.874261266,0.874261266,15.66094345,17.91334475,-3.040993418,15.25543478,0.000234393
4473,1.965241254,0.936041454,0.874495673,0.874495673,15.66451921,17.91263203,-3.04050391,15.25443723,0.000234408
4474,1.965328691,0.936045859,0.874730095,0.874730095,15.66809495,17.91191938,-3.040014454,15.2534399,0.000234422
4475,1.965416121,0.93605026,0.874964532,0.874964532,15.67167067,17.91120681,-3.039525049,15.25244277,0.000234436
4476,1.965503544,0.936054659,0.875198982,0.875198982,15.67524638,17.9104943,-3.039035696,15.25144586,0.00023445
4477,1.96559096,0.936059055,0.875433447,0.875433447,15.67882207,17.90978187,-3.038546394,15.25044916,0.000234465
4478,1.965678369,0.936063447,0.875667926,0.875667926,15.68239775,17.90906951,-3.038057145,15.24945267,0.000234479
4479,1.965765771,0.936067837,0.875902419,0.875902419,15.68597341,17.90835722,-3.037567947,15.2484564,0.000234493
4480,1.965853166,0.936072224,0.876136927,0.876136927,15.68954906,17.907645,-3.037078802,15.24746034,0.000234508
4481,1.965940554,0.936076608,0.876371449,0.876371449,15.69312469,17.90693286,-3.036589709,15.24646448,0.000234522
4482,1.966027935,0.93608099,0.876605985,0.876605985,15.6967003,17.90622078,-3.036100668,15.24546884,0.000234536
4483,1.966115309,0.936085368,0.876840535,0.876840535,15.7002759,17.90550878,-3.035611679,15.24447341,0.00023455
4484,1.966202676,0.936089743,0.8770751,0.8770751,15.70385148,17.90479685,-3.035122743,15.2434782,0.000234565
4485,1.966290037,0.936094116,0.877309679,0.877309679,15.70742705,17.90408498,-3.03463386,15.24248319,0.000234579
4486,1.96637739,0.936098485,0.877544272,0.877544272,15.7110026,17.90337319,-3.034145029,15.24148839,0.000234593
4487,1.966464736,0.936102852,0.87777888,0.87777888,15.71457814,17.90266148,-3.033656251,15.24049381,0.000234608
4488,1.966552076,0.936107216,0.878013502,0.878013502,15.71815366,17.90194983,-3.033167527,15.23949943,0.000234622
4489,1.966639408,0.936111577,0.878248138,0.878248138,15.72172916,17.90123825,-3.032678855,15.23850527,0.000234636
4490,1.966726734,0.936115935,0.878482788,0.878482788,15.72530465,17.90052675,-3.032190236,15.23751132,0.00023465
4491,1.966814053,0.93612029,0.878717453,0.878717453,15.72888012,17.89981531,-3.031701671,15.23651758,0.000234665
4492,1.966901364,0.936124643,0.878952132,0.878952132,15.73245558,17.89910395,-3.031213159,15.23552404,0.000234679
4493,1.966988669,0.936128992,0.879186825,0.879186825,15.73603102,17.89839266,-3.030724701,15.23453072,0.000234693
4494,1.967075967,0.936133339,0.879421533,0.879421533,15.73960645,17.89768144,-3.030236296,15.23353761,0.000234708
